season,week,celebrity_name,judge_rank,audience_share_rank,judge_share,audience_share,rank_diff,rank_direction,survival_prob
12,3,Romeo,8.0,2.0,0.09345794392518998,0.13040420346161008,6.0,6.0,0.9110759635755794
14,2,Jaleel White,7.0,1.0,0.08178438661706998,0.15473868598047652,6.0,6.0,1.0
15,2,Emmitt Smith,7.0,1.0,0.08152173913040525,0.1300531856638104,6.0,6.0,0.9686798890975676
18,2,Candace Cameron Bure,7.0,1.0,0.08606557377045654,0.13684065409330703,6.0,6.0,0.9502976219205667
19,3,Lea Thompson,7.0,1.0,0.08781869688382782,0.128857962304224,6.0,6.0,0.9632480649379347
21,1,Chaka Khan,12.0,6.0,0.0519999999999792,0.08470435973735811,6.0,6.0,0.7804858717280168
21,4,Alexa PenaVega,8.0,2.0,0.08898305084741993,0.13602907851432933,6.0,6.0,0.890027912120245
23,2,Marilu Henner,7.0,1.0,0.07670454545452367,0.1278874956253445,6.0,6.0,0.9798616701066011
23,3,Babyface,8.0,2.0,0.07692307692305325,0.11314724913766858,6.0,6.0,0.9008517636566258
23,4,Babyface,11.0,5.0,0.06896551724135289,0.09443926093815375,6.0,6.0,0.8178420481063902
25,2,Nikki Bella,9.0,3.0,0.07129798903105254,0.10173988730033902,6.0,6.0,0.9134831472712216
29,4,Veron Davis,8.0,2.0,0.07308970099665346,0.11200209103267436,6.0,6.0,0.9493051476860251
31,5,Jordin Sparks,9.0,3.0,0.07915273132662673,0.11456583800267277,6.0,6.0,0.9358650991581579
32,1,Barry Williams,8.0,2.0,0.06926406926403929,0.12393978898734749,6.0,6.0,0.9069486458082793
2,1,Kenny Mayne,9.0,4.0,0.06666666666663248,0.11648897442712437,5.0,5.0,0.7680997133525131
3,1,Harry Hamlin,8.0,3.0,0.0801886792452452,0.12321298197132521,5.0,5.0,0.8956061948097422
5,3,Helio Castroneves,6.0,1.0,0.100418410041799,0.13719456193433296,5.0,5.0,0.9708958353277316
5,5,Helio Castroneves,6.0,1.0,0.1155778894471781,0.15738964232944982,5.0,5.0,0.9048796118171358
6,1,Marissa Jaret Winokur,8.0,3.0,0.0740740740740436,0.10843747573673018,5.0,5.0,0.9020821298940297
6,1,Steve Guttenberg,8.0,3.0,0.0740740740740436,0.10843747573673018,5.0,5.0,0.9020821298940297
6,2,Priscilla Presley,6.0,1.0,0.08171206225677755,0.20250341391031762,5.0,5.0,0.996429701467156
6,3,Mario,6.0,1.0,0.09210526315785435,0.17434182663554554,5.0,5.0,0.9156284519530472
8,2,Chuck Wicks,6.0,1.0,0.07547169811317907,0.12520309810354,5.0,5.0,0.9738600618096385
9,2,Joanna Krupa,7.0,2.0,0.0680272108843306,0.11209335439689812,5.0,5.0,0.9489132801724969
9,3,Debi Mazar,10.0,5.0,0.06589147286819151,0.10305556446776078,5.0,5.0,0.8675234743152638
9,3,Mark Dacascos,9.0,4.0,0.06976744186043808,0.10606545162187106,5.0,5.0,0.8936579057895776
10,1,Niecy Nash,6.0,1.0,0.0861244019138344,0.1678927513133053,5.0,5.0,0.9406955995829878
10,2,Chad Ochocinco,9.0,4.0,0.07272727272723967,0.12324496619627547,5.0,5.0,0.8337152647080768
10,2,Jake Pavelka,6.0,1.0,0.0909090909090496,0.16409547901981164,5.0,5.0,0.957379985537183
12,2,Chelsea Kane,7.0,2.0,0.08333333333329476,0.14530425331370486,5.0,5.0,0.9036416678021262
14,6,Maria Menounos,6.0,1.0,0.11627899765615014,0.21320649484147577,5.0,5.0,0.9886540654384184
14,6,Roshon Fegan,7.0,2.0,0.10852665104125923,0.17702525908470587,5.0,5.0,0.9196860625732802
17,1,Brant Daugherty,6.0,1.0,0.08593749999996643,0.13406645433417433,5.0,5.0,0.9983397846280295
17,1,Christina Milian,6.0,1.0,0.08593749999996643,0.13406645433417433,5.0,5.0,0.9983397846280295
17,6,Corbin Bleu,6.0,1.0,0.11688308877255121,0.1913324697625487,5.0,5.0,0.9365217418141707
18,1,Cody Simpson,6.0,1.0,0.08396946564882292,0.16447983067231425,5.0,5.0,0.9883052237968968
18,1,Drew Carey,7.0,2.0,0.0801526717556946,0.11974582437728279,5.0,5.0,0.9408190211525578
18,1,James Maslow,7.0,2.0,0.0801526717556946,0.11974582437728279,5.0,5.0,0.9408190211525578
18,1,NeNe Leakes,7.0,2.0,0.0801526717556946,0.11974582437728279,5.0,5.0,0.9408190211525578
19,1,Janel Parrish,7.0,2.0,0.07795698924729087,0.12522370737182492,5.0,5.0,0.9805636848690362
19,1,Jonathan Bennett,6.0,1.0,0.0806451612903009,0.1292403850485806,5.0,5.0,1.0
19,1,Tavis Smiley,7.0,2.0,0.07795698924729087,0.12522370737182492,5.0,5.0,0.9805636848690362
19,1,Tommy Chong,9.0,4.0,0.07258064516127082,0.10784408811802405,5.0,5.0,0.9345830698914286
22,3,Von Miller,8.0,3.0,0.08438818565397284,0.10331574896755796,5.0,5.0,0.9063589489249977
23,4,Calvin Johnson Jr.,6.0,1.0,0.08812260536395092,0.15931881726301497,5.0,5.0,0.97740426447957
24,1,Bonner Bolton,9.0,4.0,0.07284768211918118,0.12360321370586415,5.0,5.0,0.8818843424213705
24,2,David Ross,8.0,3.0,0.08231707317070662,0.11568702301190667,5.0,5.0,0.9423430965577092
24,3,Rashad Jennings,6.0,1.0,0.08888888888886068,0.12531469071786103,5.0,5.0,0.9210730434678192
25,3,Frankie Muniz,6.0,1.0,0.08606557377045654,0.16445814577801957,5.0,5.0,0.9202508133496206
25,6,Frankie Muniz,6.0,1.0,0.10130718954245056,0.14488363033320842,5.0,5.0,0.8727621433048948
26,2,Josh Norman,6.0,1.0,0.11775700934575038,0.1760255395610582,5.0,5.0,0.9266462814033777
27,1,Evanna Lynch,9.0,4.0,0.07058823529408997,0.09830852736634896,5.0,5.0,0.9120959570402426
27,1,John Schneider,9.0,4.0,0.07058823529408997,0.09830852736634896,5.0,5.0,0.9120959570402426
27,2,DeMarcus Ware,6.0,1.0,0.08687615526799007,0.12869796012760462,5.0,5.0,1.0
27,4,DeMarcus Ware,7.0,2.0,0.09482758620685568,0.14102767865403576,5.0,5.0,0.9455749655142275
27,5,Evanna Lynch,6.0,1.0,0.10810810810805942,0.16416551099015164,5.0,5.0,0.9568563453071869
28,2,Lauren Alaina,6.0,1.0,0.0867579908675403,0.11959652429167636,5.0,5.0,0.9828096821943448
28,3,Kel Mitchell,6.0,1.0,0.10101010101005001,0.14251570762391136,5.0,5.0,0.9409305931113787
28,4,Kate Flannery,8.0,3.0,0.092198581560251,0.13704755743765293,5.0,5.0,0.8891535839300214
28,6,Ally Brooke,6.0,1.0,0.10964912280696945,0.1569344564290098,5.0,5.0,0.9360751967529682
29,3,Jesse Metcalfe,9.0,4.0,0.07117437722417397,0.09917138753887028,5.0,5.0,0.9524134052119083
29,5,Chrishell Stause,11.0,6.0,0.06620209059231143,0.09338900525398768,5.0,5.0,0.8301444172982682
29,7,Kaitlyn Bristowe,9.0,4.0,0.09230769230765681,0.1504863970222774,5.0,5.0,0.8847992900730185
30,3,Suni Lee,7.0,2.0,0.07046979865769448,0.1066711140799796,5.0,5.0,0.9488238830852525
30,7,Amanda Kloots,6.0,1.0,0.10397553516816392,0.1696213666357616,5.0,5.0,0.9087673703317024
31,1,Jessie James Decker,12.0,7.0,0.05235602094239467,0.06435096145896269,5.0,5.0,0.8494016317561779
31,1,Joseph Baena,9.0,4.0,0.060209424083753876,0.08763063697000231,5.0,5.0,0.9366520595951678
31,1,Sam Champion,12.0,7.0,0.05235602094239467,0.06435096145896269,5.0,5.0,0.8494016317561779
31,1,Teresa Giudice,12.0,7.0,0.05235602094239467,0.06435096145896269,5.0,5.0,0.8494016317561779
31,2,Selma Blair,6.0,1.0,0.0679611650485272,0.1053118374025856,5.0,5.0,0.9789795055505716
31,2,Shangela,6.0,1.0,0.0679611650485272,0.1053118374025856,5.0,5.0,0.9789795055505716
33,2,Jenn Tran,9.0,4.0,0.07364341085268464,0.11857780621898173,5.0,5.0,0.9275204210583086
1,2,Evander Holyfield,6.0,2.0,0.11570247933874735,0.19987475687194178,4.0,4.0,0.7410624532973485
2,3,Giselle Fernandez,5.0,1.0,0.12087912087905447,0.22596369450365777,4.0,4.0,0.9518413526193048
2,3,Jerry Rice,7.0,3.0,0.10439560439554704,0.1407900564327295,4.0,4.0,0.8479366080436072
3,1,Monique Coleman,6.0,2.0,0.0896226415093917,0.1287540998088079,4.0,4.0,0.9483638907083751
4,1,Paulina Porizkova,5.0,1.0,0.0922330097086931,0.16006160921204798,4.0,4.0,0.9454773546402552
4,1,Shandi Finnessey,5.0,1.0,0.0922330097086931,0.16006160921204798,4.0,4.0,0.9454773546402552
4,2,Ian Ziering,5.0,1.0,0.0897959183673103,0.12913157185044483,4.0,4.0,0.959573200952667
4,5,Heather Mills,5.0,1.0,0.11931818181811403,0.18811398250074507,4.0,4.0,0.9072317822774434
4,6,Heather Mills,5.0,1.0,0.13529411764697924,0.2331913628591572,4.0,4.0,0.9037361416298416
5,1,Albert Reed,5.0,1.0,0.08171206225677755,0.12861460400719987,4.0,4.0,0.9583401956274307
5,1,Cameron Mathison,5.0,1.0,0.08171206225677755,0.12861460400719987,4.0,4.0,0.9583401956274307
5,1,Jennie Garth,5.0,1.0,0.08171206225677755,0.12861460400719987,4.0,4.0,0.9583401956274307
5,1,Marie Osmond,5.0,1.0,0.08171206225677755,0.12861460400719987,4.0,4.0,0.9583401956274307
5,1,Mark Cuban,5.0,1.0,0.08171206225677755,0.12861460400719987,4.0,4.0,0.9583401956274307
5,2,Jane Seymour,5.0,1.0,0.08823529411760998,0.12566117961037251,4.0,4.0,0.9536028853782246
5,3,Cameron Mathison,7.0,3.0,0.0962343096233907,0.12068974813313099,4.0,4.0,0.928160786208494
6,4,Mario,5.0,1.0,0.10666666666661927,0.1918507917915221,4.0,4.0,0.9401125180694604
6,5,Cristian de la Fuente,5.0,1.0,0.11734693877545034,0.2070867405101214,4.0,4.0,0.9051971976432545
6,6,Jason Taylor,5.0,1.0,0.13333333333325928,0.19903386162686684,4.0,4.0,0.8851701570241727
7,1,Misty May-Treanor,5.0,1.0,0.08333333333330027,0.13114673794605858,4.0,4.0,0.9978242940529138
7,4,Warren Sapp,5.0,1.0,0.10837438423639982,0.15011496406232805,4.0,4.0,0.9395443963067989
8,1,Chuck Wicks,5.0,1.0,0.08230452674893733,0.15026501504210038,4.0,4.0,0.9804760575645818
8,1,David Alan Grier,6.0,2.0,0.07818930041149046,0.14636642623055057,4.0,4.0,0.9540972096152653
8,2,Ty Murray,6.0,2.0,0.07547169811317907,0.11730182636355148,4.0,4.0,0.9654210323584931
8,4,Chuck Wicks,6.0,2.0,0.09090909090905334,0.1378046678045122,4.0,4.0,0.9521717509542775
8,4,Holly Madison,9.0,5.0,0.06611570247931152,0.1074220156156911,4.0,4.0,0.7901406985001911
9,1,Melissa Joan Hart,9.0,5.0,0.05911353345233402,0.09503124599135258,4.0,4.0,0.999200271713095
9,3,Louie Vito,6.0,2.0,0.0775193798449312,0.1117313671551868,4.0,4.0,0.9455284136063165
9,3,Michael Irvin,13.0,9.0,0.054263565891451836,0.06704693257000598,4.0,4.0,0.7587487094408443
9,6,Kelly Osbourne,6.0,2.0,0.09615340976176605,0.15016474577545283,4.0,4.0,0.8884495790778612
9,7,Mya,5.0,1.0,0.13960113960106008,0.17568052374299484,4.0,4.0,0.8524449406281267
10,4,Erin Andrews,5.0,1.0,0.10512129380048242,0.1486238946419522,4.0,4.0,0.8821025280226487
10,4,Jake Pavelka,6.0,2.0,0.10242587601072646,0.14299472019546514,4.0,4.0,0.8646313338932432
10,5,Pamela Anderson,5.0,1.0,0.12138728323692406,0.16335423863244042,4.0,4.0,0.893375868661295
10,6,Evan Lysacek,5.0,1.0,0.12918703555460276,0.2853817003857554,4.0,4.0,0.9315255628680719
11,1,Kurt Warner,5.0,1.0,0.0837004405285975,0.22411066487050696,4.0,4.0,0.9759736267491179
11,3,Kyle Massey,5.0,1.0,0.10407239818999817,0.14106108132597758,4.0,4.0,0.9703253677466965
11,5,Audrina Patridge,5.0,1.0,0.12637362637355695,0.19982891964174437,4.0,4.0,0.9280309084372831
11,6,Jennifer Grey,5.0,1.0,0.1400970921157028,0.24133674345300174,4.0,4.0,0.9757136096019253
12,1,Chris Jericho,5.0,1.0,0.09178743961348224,0.1786496957474153,4.0,4.0,0.9522411356881257
12,1,Romeo,5.0,1.0,0.09178743961348224,0.1786496957474153,4.0,4.0,0.9522411356881257
12,2,Kirstie Alley,5.0,1.0,0.09259259259254973,0.15240911786514644,4.0,4.0,0.9554203960896964
12,3,Chris Jericho,5.0,1.0,0.09813084112144947,0.13094961644600753,4.0,4.0,0.932830481873244
12,5,Petra Nemcova,6.0,2.0,0.11340206185561165,0.2069539869005016,4.0,4.0,0.8881514095120787
13,1,Carson Kressley,7.0,3.0,0.07834101382484869,0.10602111723784811,4.0,4.0,0.884350562804227
13,1,Chaz Bono,7.0,3.0,0.07834101382484869,0.10602111723784811,4.0,4.0,0.884350562804227
13,6,Rob Kardashian,5.0,1.0,0.1325301204818479,0.2043915637275751,4.0,4.0,0.8957632057355425
14,2,Sherri Sheperd,6.0,2.0,0.0855018587360277,0.12300160992376934,4.0,4.0,0.9859318313330567
14,3,Roshon Fegan,5.0,1.0,0.0892857142856824,0.14989038398880156,4.0,4.0,0.9840732939275314
16,1,Ingo Rademacher,5.0,1.0,0.08733624454144659,0.13560204876401924,4.0,4.0,0.9872314188266429
16,1,Jacoby Jones,5.0,1.0,0.08733624454144659,0.13560204876401924,4.0,4.0,0.9872314188266429
18,6,James Maslow,5.0,1.0,0.12411347517726096,0.1888262150079239,4.0,4.0,0.9242284513868764
19,2,Sadie Robertson,5.0,1.0,0.08563535911599844,0.12374901469694412,4.0,4.0,0.9884098857737293
19,4,Bethany Mota,5.0,1.0,0.10312499999996778,0.1347697829228259,4.0,4.0,0.959861040878612
20,1,Chris Soules,5.0,1.0,0.08176100628928247,0.13330980972991166,4.0,4.0,0.9434821686312097
20,1,Michael Sam,5.0,1.0,0.08176100628928247,0.13330980972991166,4.0,4.0,0.9434821686312097
20,1,Noah Galloway,5.0,1.0,0.08176100628928247,0.13330980972991166,4.0,4.0,0.9434821686312097
20,2,Robert Herjavec,6.0,2.0,0.08069164265127358,0.10735296556278537,4.0,4.0,0.9537130735443494
21,4,Carlos PenaVega,5.0,1.0,0.10593220338978562,0.14574518939709993,4.0,4.0,0.975555008750838
21,5,Nick Carter,5.0,1.0,0.11627906976740324,0.150421210365955,4.0,4.0,0.9654445969681136
22,2,Nyle DiMarco,5.0,1.0,0.0847457627118285,0.13337611849018519,4.0,4.0,1.0
22,4,Nyle DiMarco,5.0,1.0,0.10658307210028008,0.15599707859596995,4.0,4.0,0.9601371764429552
23,4,Jana Kramer,6.0,2.0,0.08812260536395092,0.14542904130920856,4.0,4.0,0.9641378675551646
24,1,Chris Kattan,12.0,8.0,0.056291390728458186,0.053219047161580865,4.0,4.0,0.7515960263946905
24,2,Bonner Bolton,5.0,1.0,0.08536585365851056,0.12571365443984645,4.0,4.0,0.9724466644973643
24,4,David Ross,7.0,3.0,0.09509202453984814,0.12258439800323895,4.0,4.0,0.9115500046943098
24,4,Normani,5.0,1.0,0.09815950920242388,0.15064436179100513,4.0,4.0,0.9789632101674128
25,3,Sasha Pieterse,11.0,7.0,0.07786885245898448,0.07474921724773421,4.0,4.0,0.8364284606745871
27,1,Bobby Bones,5.0,1.0,0.07843137254898885,0.11401410708752378,4.0,4.0,0.9750513691032736
27,1,Milo Manheim,5.0,1.0,0.07843137254898885,0.11401410708752378,4.0,4.0,0.9750513691032736
27,3,DeMarcus Ware,5.0,1.0,0.0959409594095587,0.12969832466800402,4.0,4.0,1.0
27,4,Evanna Lynch,5.0,1.0,0.10344827586202437,0.15049864577117994,4.0,4.0,0.9983983355316087
27,6,DeMarcus Ware,5.0,1.0,0.11353711790388056,0.16116941340287416,4.0,4.0,0.9660173158414579
28,1,Karamo Brown,5.0,1.0,0.08629441624361102,0.1284389196064159,4.0,4.0,0.9327035286619972
28,1,Lamar Odom,12.0,8.0,0.05583756345174831,0.0812788469158442,4.0,4.0,0.7445548080791065
28,1,Mary Wilson,5.0,1.0,0.08629441624361102,0.1284389196064159,4.0,4.0,0.9327035286619972
28,3,Lauren Alaina,6.0,2.0,0.10101010101005001,0.13270324443972878,4.0,4.0,0.9288615831261084
29,1,AJ McLean,6.0,2.0,0.0692307692307426,0.09185624347791312,4.0,4.0,0.9476399609973566
29,1,Anne Heche,6.0,2.0,0.0692307692307426,0.09185624347791312,4.0,4.0,0.9476399609973566
29,1,Jeannie Mai,6.0,2.0,0.0692307692307426,0.09185624347791312,4.0,4.0,0.9476399609973566
29,1,Jesse Metcalfe,6.0,2.0,0.0692307692307426,0.09185624347791312,4.0,4.0,0.9476399609973566
29,1,Johnny Weir,6.0,2.0,0.0692307692307426,0.09185624347791312,4.0,4.0,0.9476399609973566
29,1,Monica Aldama,5.0,1.0,0.07307692307689498,0.12026925633162605,4.0,4.0,0.9951261636416955
29,2,Veron Davis,6.0,2.0,0.06593406593404179,0.08265075882091742,4.0,4.0,0.9401164876138178
29,6,Johnny Weir,9.0,5.0,0.08208955223877534,0.12952939225262672,4.0,4.0,0.8926425928024487
29,6,Nev Schulman,5.0,1.0,0.09701492537309814,0.1499355303682377,4.0,4.0,0.9848267763482289
29,7,Justina Machado,5.0,1.0,0.09999999999996154,0.18312266939193533,4.0,4.0,0.9412532967725591
29,7,Monica Aldama,10.0,6.0,0.08461538461535208,0.07633762062636275,4.0,4.0,0.7997878460888291
30,1,Christine Chiu,7.0,3.0,0.06830601092894309,0.1049033375657151,4.0,4.0,0.979292961845976
30,1,Kenya Moore,5.0,1.0,0.07103825136610081,0.10676505255011294,4.0,4.0,1.0
30,1,Melora Hardin,5.0,1.0,0.07103825136610081,0.10676505255011294,4.0,4.0,1.0
30,1,Olivia Jade,7.0,3.0,0.06830601092894309,0.1049033375657151,4.0,4.0,0.979292961845976
30,2,Christine Chiu,10.0,6.0,0.06233766233764615,0.08202422869793513,4.0,4.0,0.921118274654815
30,2,Matt James,14.0,10.0,0.057142857142842306,0.054020207095608314,4.0,4.0,0.857230835689075
30,3,Melanie C,5.0,1.0,0.07382550335567993,0.10813715352971624,4.0,4.0,0.9721201776528315
31,1,Jordin Sparks,7.0,3.0,0.06806282722511307,0.08846781723483904,4.0,4.0,0.9956261452767576
31,2,Cheryl Ladd,15.0,11.0,0.0509708737863954,0.06108802504636138,4.0,4.0,0.8014366337272698
31,3,Selma Blair,9.0,5.0,0.06947890818856838,0.09784464871727945,4.0,4.0,0.9182398644379269
31,5,Heidi D'Amelio,5.0,1.0,0.08695652173911105,0.12583403672332658,4.0,4.0,0.9939595941782982
32,1,Mira Sorvino,7.0,3.0,0.07359307359304174,0.12281176922396782,4.0,4.0,0.9333274937575957
32,2,Ariana Madix,5.0,1.0,0.08403361344534285,0.14808414653843013,4.0,4.0,1.0
32,3,Lele Pons,5.0,1.0,0.08359133126932397,0.16373422602767082,4.0,4.0,0.9346561690307653
33,1,Danny Amendola,5.0,1.0,0.08097165991899556,0.11259953721888787,4.0,4.0,0.9607140765517127
33,1,Jenn Tran,6.0,2.0,0.07692307692304579,0.10991402895981003,4.0,4.0,0.9343352286023962
33,1,Phaedra Parks,6.0,2.0,0.07692307692304579,0.10991402895981003,4.0,4.0,0.9343352286023962
34,2,Danielle Fishel,10.0,6.0,0.06834532374098261,0.09483623765279858,4.0,4.0,0.9282142473865946
34,2,Hilaria Baldwin,5.0,1.0,0.07553956834529657,0.10354644657137244,4.0,4.0,0.9886395587986081
34,3,Robert Irwin,5.0,1.0,0.08560311284043362,0.11782018147807688,4.0,4.0,0.9903853046880687
34,5,Jordan Chiles,5.0,1.0,0.10223642172520696,0.14399632538258006,4.0,4.0,0.963208840750277
34,9,Jordan Chiles,5.0,1.0,0.14444444444439095,0.1909341912049243,4.0,4.0,0.9070821686121872
2,1,Tia Carrere,6.0,3.0,0.10256410256404998,0.14645578474752324,3.0,3.0,0.939611206043413
2,2,Tia Carrere,5.0,2.0,0.109999999999945,0.18188836127430458,3.0,3.0,0.9531576395383506
2,4,Tia Carrere,4.0,1.0,0.1582278481011657,0.3026294952727295,3.0,3.0,0.9906062076868409
3,2,Willa Ford,5.0,2.0,0.09999999999995653,0.16008393417321065,3.0,3.0,0.9703773132665158
3,3,Emmitt Smith,9.0,6.0,0.09178743961348224,0.11668881245170461,3.0,3.0,0.8401573319049547
3,3,Mario Lopez,4.0,1.0,0.10628019323666364,0.15206467355116443,3.0,3.0,0.9538655965468577
3,4,Monique Coleman,4.0,1.0,0.12121212121206,0.1724247813852543,3.0,3.0,0.944166585077745
3,5,Joey Lawrence,5.0,2.0,0.13812154696124967,0.1848039061445543,3.0,3.0,0.8789003135948134
4,1,Billy Ray Cyrus,11.0,8.0,0.06310679611647423,0.05811913059257801,3.0,3.0,0.7490459654696079
4,1,John Ratzenberger,8.0,5.0,0.08252427184462013,0.12587299256088538,3.0,3.0,0.8798949726343562
4,3,Laila Ali,6.0,3.0,0.09633027522931362,0.12876012659808395,3.0,3.0,0.9199305356644523
4,4,Heather Mills,4.0,1.0,0.12105263157888367,0.1618872912153405,3.0,3.0,0.9725747821937776
5,6,Sabrina Bryan,4.0,1.0,0.13888888888881173,0.20335188909251106,3.0,3.0,0.9087011993522012
6,1,Jason Taylor,4.0,1.0,0.09053497942383106,0.11464546713295708,3.0,3.0,1.0
6,1,Marlee Matlin,4.0,1.0,0.09053497942383106,0.11464546713295708,3.0,3.0,1.0
6,1,Penn Jillette,10.0,7.0,0.06584362139914986,0.08448238942992804,3.0,3.0,0.8322734872156708
6,2,Marissa Jaret Winokur,6.0,3.0,0.08171206225677755,0.1479028350119794,3.0,3.0,0.9583504060196459
6,3,Jason Taylor,5.0,2.0,0.1008771929824119,0.16587494013851323,3.0,3.0,0.9503670144316878
